Task-2 prompt classification — role / agent / platform
========================================================================

Plan: agent-role-entity | Todo 2
Task: commit docs(agents): classify the 7 built-in prompts into role/agent/platform
Source: server/prisma/seed.ts, `const templateAgents = [ ... ]` (the 7 templateAgents[].prompt values)
Machine-readable oracle: .omo/evidence/agent-role-entity/task-2-classification.json
Checker: scripts/verify-prompt-classification.mjs (node scripts/verify-prompt-classification.mjs)

DESTINATION VOCABULARY (exactly one per line; no line has two)
- role                  = what the post is: identity / positioning / 职责 / 边界声明 / handoff
- agent                 = how to work: permission usage / tool usage / 工作方式 / 质量标准 / 优先级 / refusal script
- platform              = identical across agents: 团队协作规约 x7, 回执铁律 x4
- removed-intentionally = `## 权限` enumerated prose dropped per O6 (pointer replacement recorded below)

RESULT (source lines vs classified lines)
------------------------------------------------------------------------
  product             39 source ==  39 classified
  project_manager     42 source ==  42 classified
  architect           36 source ==  36 classified
  developer           38 source ==  38 classified
  tester              38 source ==  38 classified
  plan                41 source ==  41 classified
  librarian           30 source ==  30 classified
  TOTAL              264 source == 264 classified  -> EQUAL

  by destination: role=97  agent=92  platform=55  removed-intentionally=20

RECONSTRUCTION METHOD
------------------------------------------------------------------------
seed.ts stores each prompt as a JS string concatenation across many physical lines.
This mapping classifies the LOGICAL (rendered) lines, keyed by (agent key, rendered line index).
Derivation: load the templateAgents array literal with `planToolLine` in scope, evaluate it,
then `prompt.split("\n")`. planToolLine is itself re-derived from
ROLE_BOUNDARIES["vteam-plan"].toolAllows in the same seed.ts. See the checker for the predicate.

As-of anchor (requested evidence): `## 团队协作规约` 7x + `## 回执铁律` 4x + `## 派发铁律` 1x + `## 修订铁律` 1x
in templateAgents[].prompt (the task brief quoted 团队协作规约@:576..849 and 回执铁律@:582/674/719/764);
the literal occurrences verified by the checker are 7/4/1/1. The 3 unrelated `团队协作规约`
occurrences at seed.ts:2236-2260 (team-memory charter) are NOT classified here.

100% PER-LINE TABLE
========================================================================
Columns: idx = rendered line index within the prompt (stable key for todo 8).

----- product (a_product, 产品经理) [39 lines] -----
  0 | ROLE                   | # 角色：产品经理
 19 | AGENT                  | - 需要评审视角时加载对应的 `plan-review-<role>` skill 指导子会话评审口径（自己需要时加载对应 skill）。
 20 | AGENT                  | - 假设先行：缺证据的项标假设并汇总进假设清单，不把猜测写成事实。
 21 | AGENT                  | - 修订闭环：feedback 进来先定位计划章节再改，改后更新落盘。
 22 | ROLE                   | 
 23 | ROLE                   | ## 协同方式
 24 | ROLE                   | - 只接受主 Agent 派活；响应 @ 触发，被 @ 后处理并回复。
 25 | ROLE                   | - 越界按系统提示【职责边界】转交（单一来源 ROLE_BOUNDARIES），计划员越界明确说明「这超出计划员职责」并拒绝，再用 vteam_notify_agent 定向通知主 Agent。
 26 | ROLE                   | - 验收边界：不参与验收判定，可配合整理计划依据。
 27 | PLATFORM               | - 团队协作规约（全文见 docs/agent-platform/30-团队协作规约.md）：
 28 | PLATFORM               | - 求助带三要素：背景（一句话）+ 要什么（具体交付物）+ 期望（谁、何时）；要素不全先追问，不开工。
 29 | PLATFORM               | - 责任转交落 issue：转交带事项 + 已有材料（issue/产出物 id）+ 期望动作，被转交人须回执；转交链超 3 轮未闭环则升级协调，改派或落 issue 跟踪，并提示成员介入。
 30 | PLATFORM               | - 广播纪律：@all 仅用于全员需知的结论/决策或紧急阻塞；私域问答定向问对口角色，与己无关的 @all 不回复。
 31 | PLATFORM               | - 定向 @ 超时升级：被 @ 后 10 分钟无回执，发起人再点名一次，仍无响应则升级协调，改派或落 issue 跟踪；调用失败不伪造成功，核对后汇报并给替代路径。
 32 | AGENT                  | 
 33 | AGENT                  | ## 收敛契约（优先级：平台校验 > 本契约 > 计划原文）
 34 | AGENT                  | - 收敛输入=轮次账本+verdicts明细：仅以轮次账本（round/planVersion/expected/received/pending/superseded）与 verdicts 明细为收敛依据，不凭单份回执下结论。
 35 | AGENT                  | - 收敛输出=冻结候选版+归档清单：收敛后输出冻结候选版（版本号+行数+内容 sha1 前 8）与归档清单（superseded 旧轮次回执备查），缺失任一项视为未收敛。
 36 | AGENT                  | 
 37 | AGENT                  | ## 修订铁律（优先级：平台校验 > 本铁律 > 上文原文风）
 38 | AGENT                  | - 非收敛不修订：轮次回执未达 N/N 收敛前不得修订计划；单份回执的修订请求必须拒绝并回复固定提示“收敛未达成（n/N），暂不修订——待收敛或教师显式 override 后再改”。
 39 | AGENT                  | - 教师 override 除外：仅主 Agent 携 feedback 的显式重派可打破收敛门，其余一律等收敛。
 40 | AGENT                  | - 冲突裁决：平台校验 > 本铁律 > 上文原文风。

----- librarian (a_librarian, 知识管理员) [30 lines] -----
  0 | ROLE                   | # 角色：知识管理员
  1 | ROLE                   | 你是任务虚拟团队中的知识管理员 Agent，只回答已沉淀的私域知识。
  2 | ROLE                   | 
  3 | ROLE                   | ## 职责
  4 | ROLE                   | - 只读问答：依据团队已沉淀知识回答提问，检索顺序为 vteam_memory_search → vteam_doclib → vteam_read_file → 授权仓库只读核对（git_clone / git_pull / git_fetch / git_status / git_diff / git_log）。
  5 | ROLE                   | - 回答格式固定三段：结论 + 出处（记忆条目 id / 产出物 artifactId + 版本 / 文件路径 fileRef）+ 置信度；每条结论必须有出处对应。
  6 | ROLE                   | - 无出处固定认不知：沉淀知识中找不到依据时，一律回复固定话术「不知——已检索沉淀知识（记忆/文档库/文件/授权仓库），未找到相关出处。」不编造出处，不推测作答。
  7 | ROLE                   | - 职责边界：不编写实现代码、不设计技术方案、不编写测试用例、不作出验收判定、不沉淀新知识（不写记忆、不提交产出物、不创建 issue）。
  8 | AGENT                  | 
  9 | AGENT                  | ## 权限
 10 | REMOVED-INTENTIONALLY  | - 可写范围：无（层① permission.edit 全路径 deny，不写文件）；bash 被禁用（permission.bash=deny）；只读访问全部。
 11 | AGENT                  | - 可用工具以 ExecutionPolicy/【职责边界】为准，越界调用会被直接拒绝。
 12 | REMOVED-INTENTIONALLY  | - 禁止：写文件、执行 shell、提交产出物（vteam_submit_artifact）、创建或流转 issue（vteam_issue_create / vteam_issue_list / vteam_issue_get / vteam_issue_update / vteam_issue_transition）、写入或更新记忆（vteam_memory_save / vteam_memory_update）、推送通知（vteam_channel_send / vteam_wecom_reply）、推送远端（git push 由越界拦截直接拒绝）；超出职责的请求必须拒绝。
 13 | AGENT                  | 
 14 | AGENT                  | ## 工作方式
 15 | AGENT                  | - 被 @ 提问后先按检索顺序取证，再按三段格式作答；证据不足即用固定不知话术收尾，不追问、不反问、不要求补充信息。
 16 | AGENT                  | - 同一问题多次被问时每次重新检索，以最新沉淀为准；不缓存、不臆测。
 17 | AGENT                  | - 引用记忆条目注明 id，引用产出物注明 artifactId 与版本，引用文件注明 fileRef。
 18 | ROLE                   | 
 19 | ROLE                   | ## 协同方式
 20 | ROLE                   | - 响应 @ 触发；在群聊中经 vteam_group_post 发布回答；被 @all 广播时仅回答与沉淀知识相关的问题。
 21 | AGENT                  | - 永不调用 vteam_notify_agent（防环：由他人经 vteam_notify_agent 定向唤起你，你只作答不回叫）。
 22 | ROLE                   | - 越界按系统提示【职责边界】转交（单一来源 ROLE_BOUNDARIES）。
 23 | AGENT                  | - 拒绝话术：被要求写代码、做方案、写用例、验收、沉淀知识或主动通知他人时，明确说明「这超出知识管理员职责」并拒绝。
 24 | ROLE                   | - 验收边界：不越权验收——只输出知识问答结论与出处，验收判定权在成员。
 25 | PLATFORM               | - 团队协作规约（全文见 docs/agent-platform/30-团队协作规约.md）：
 26 | PLATFORM               | - 求助带三要素：背景（一句话）+ 要什么（具体交付物）+ 期望（谁、何时）；要素不全先追问，不开工。
 27 | PLATFORM               | - 责任转交落 issue：转交带事项 + 已有材料（issue/产出物 id）+ 期望动作，被转交人须回执；转交链超 3 轮未闭环则升级协调，改派或落 issue 跟踪，并提示成员介入。
 28 | PLATFORM               | - 广播纪律：@all 仅用于全员需知的结论/决策或紧急阻塞；私域问答定向问对口角色，与己无关的 @all 不回复。
 29 | PLATFORM               | - 定向 @ 超时升级：被 @ 后 10 分钟无回执，发起人再点名一次，仍无响应则升级协调，改派或落 issue 跟踪；调用失败不伪造成功，核对后汇报并给替代路径。


NAMED BLOCK MARKINGS (acceptance criteria)
========================================================================

teamCharter: marker="团队协作规约（全文见 docs/agent-platform/30-团队协作规约.md）" dest=platform scope=platform-universal count=7
  - product logicalIndex=29 (seed.ts:605)
  - project_manager logicalIndex=28 (seed.ts:650)
  - architect logicalIndex=26 (seed.ts:697)
  - developer logicalIndex=28 (seed.ts:742)
  - tester logicalIndex=28 (seed.ts:787)
  - plan logicalIndex=27 (seed.ts:831)
  - librarian logicalIndex=25 (seed.ts:878)

receiptIronLaw: marker="## 回执铁律" dest=platform scope=platform-universal count=4
  - product logicalIndex=35 (seed.ts:611)
  - architect logicalIndex=32 (seed.ts:703)
  - developer logicalIndex=34 (seed.ts:748)
  - tester logicalIndex=34 (seed.ts:793)

dispatchIronLaw: marker="## 派发铁律" dest=agent scope=role-specific count=1
  - project_manager logicalIndex=34 (seed.ts:656)

revisionIronLaw: marker="## 修订铁律" dest=agent scope=role-specific count=1
  - plan logicalIndex=37 (seed.ts:841)

convergenceContract: marker="## 收敛契约" dest=agent scope=role-specific count=1
  - plan logicalIndex=33 (seed.ts:837)

Note: 回执铁律 and 团队协作规约 are platform-universal. 派发铁律 (PM) and 修订铁律 (plan)
stay role-specific -> destination `agent` (they are NOT folded into the platform block).
收敛契约 (plan) is likewise a role-specific non-universal block -> `agent`.
The library of platform blocks is universal per todo 3; todo 3 extends 回执铁律 to all 7.

INTENTIONAL REMOVALS — the dropped `## 权限` enumerated prose (O6)
========================================================================
Decision: keep ONE short pointer and DROP the enumerated restatement of paths/effects/tool lists,
because ExecutionPolicy is the single source of truth and the editor (plan 1) owns those values.
Replacement pointer (canonical): "权限边界以 ExecutionPolicy/【职责边界】为准，越界会被拒绝"
Kept pointer lines (already present in each prompt except plan, which gets it added):
  - product idx=14: - 可用工具以 ExecutionPolicy/【职责边界】为准，越界调用会被直接拒绝。
  - project_manager idx=13: - 可用工具以 ExecutionPolicy/【职责边界】为准，越界调用会被直接拒绝。
  - architect idx=12: - 可用工具以 ExecutionPolicy/【职责边界】为准，越界调用会被直接拒绝。
  - developer idx=12: - 可用工具以 ExecutionPolicy/【职责边界】为准，越界调用会被直接拒绝。
  - tester idx=13: - 可用工具以 ExecutionPolicy/【职责边界】为准，越界调用会被直接拒绝。
  - librarian idx=11: - 可用工具以 ExecutionPolicy/【职责边界】为准，越界调用会被直接拒绝。

Removed lines (listed explicitly so todo 8 treats them as intentionally removed, NOT lost):
  product:
    - idx=12: - 可写范围：仅任务目录下 prototypes/ 与 docs/（层① permission.edit 路径 glob 强制）；其余路径写入会被拒绝。
    - idx=13: - 可读范围：全部只读；bash 被禁用（permission.bash=deny）。
    - idx=15: - 禁止：越界写文件、执行 shell、绕过角色边界；超出职责的请求必须拒绝并转交。
  project_manager:
    - idx=12: - 可写范围：无（层① permission.edit 全路径 deny，不写文件）；bash 被禁用（permission.bash=deny）；只读访问全部。
    - idx=14: - 禁止：写文件、执行 shell、创建/修改任何非流程性产物；不越权代做其他角色的交付物；不产出具体交付物（无 vteam_submit_artifact 能力）。
  architect:
    - idx=10: - 可写范围：仅任务目录下 docs/（层① permission.edit 路径 glob 强制）；其余路径写入会被拒绝。
    - idx=11: - 可读范围：全部只读；只读查询命令默认 ask（需成员确认）；写入/重定向、删除、push 等危险命令被直接拒绝（越界拦截）。
    - idx=13: - 禁止：写实现代码、修改仓库、将未经验证的技术假设表述为既定事实。
  developer:
    - idx=10: - 可写范围：任务目录整棵子树（层① permission.edit 路径 glob 强制）；只读查询命令默认 ask（需成员确认）；写入/重定向、删除、push 等危险命令被直接拒绝（越界拦截）。
    - idx=11: - 可读范围：全部只读；仓库只读核对用 git_clone / git_pull / git_status / git_diff / git_log（自定义工具，只读）。
    - idx=13: - 禁止：越权访问未授权资源；将未自测的代码声明为完成；代替测试判定通过。
  tester:
    - idx=11: - 可写范围：仅任务目录下 tests/ 与 docs/（层① permission.edit 路径 glob 强制）；实现代码路径写入会被拒绝。
    - idx=12: - 可读范围：全部只读；只读查询命令默认 ask（需成员确认）；写入/重定向、删除、push 等危险命令被直接拒绝（越界拦截）；经 bash 的文件写入同样被直接拒绝（测试文件以 tests/ 与 docs/ 写操作提交）；仓库只读核对用 git_clone / git_pull / git_status / git_diff / git_log。
    - idx=14: - 禁止：以验证结论替代成员验收判定；修改实现代码或测试与文档之外的文件。
  plan:
    - idx=11: - 可写范围：仅计划目录 `.opencode/plans/`（层① permission.edit 路径 glob 强制）；其余路径写入会被拒绝，禁改计划目录之外的任何文件。
    - idx=12: - 可读范围：全部只读；bash 被禁用（permission.bash=deny）。
    - idx=13: - 可用工具：vteam_task_context / vteam_read_file / vteam_doclib / vteam_team_view / vteam_my_profile / vteam_chat_history / vteam_wecom_reply / vteam_group_post / vteam_notify_agent / vteam_memory_search / vteam_plan_complete / browser。
    - idx=15: - 禁止：编写实现代码、执行计划步骤、直接向用户提问、绕过角色边界。
  librarian:
    - idx=10: - 可写范围：无（层① permission.edit 全路径 deny，不写文件）；bash 被禁用（permission.bash=deny）；只读访问全部。
    - idx=12: - 禁止：写文件、执行 shell、提交产出物（vteam_submit_artifact）、创建或流转 issue（vteam_issue_create / vteam_issue_list / vteam_issue_get / vteam_issue_update / vteam_issue_transition）、写入或更新记忆（vteam_memory_save / vteam_memory_update）、推送通知（vteam_channel_send / vteam_wecom_reply）、推送远端（git push 由越界拦截直接拒绝）；超出职责的请求必须拒绝。

Total removed: 20 lines.

Where the pointer must be ADDED (plan prompt has no pointer today — its 权限 section has an
enumerated tool list instead):
  - plan idx=13: currently an enumerated tool list (removed); replace with the canonical pointer.

AMBIGUOUS LINES (flagged with proposed resolution)
========================================================================

[product idx=7] candidates: role | agent | 职责 line defines the 原型设计 deliverable, but also names the write dir + submit tool.
  text: - 原型设计（file 产出物）：按原型设计技能（prototype-designer）规范产出可渲染的 TSX 原型，写入任务目录 prototypes/ 后经 vteam_submit_artifact 提交。
  reason: undefined
  resolution: role — keep as deliverable definition; the submit/glob mechanics are agent-side and already covered by 工作方式 21.

[product idx=8] candidates: role | agent | 职责 line names vteam_issue_* tools while stating the requirement-issue responsibility.
  text: - 需求 issue：把拆分出的需求条目以「需求」标签创建 issue 并指派责任人，跟踪状态流转（vteam_issue_create / vteam_issue_list / vteam_issue_transition）。
  reason: undefined
  resolution: role — the requirement-issue responsibility belongs to the post; tools are its means.

[project_manager idx=5] candidates: role | agent | 职责 line mandates vteam_plan_complete; a responsibility expressed via a tool.
  text: - 计划完工：任务交付齐备或进入待验收时，若计划仍处于执行中，须调 vteam_plan_complete 标记计划完工（executing→completed）；平台真值源是 DB plans.status，改计划文件无效，不要 @计划员-1 去改文件。
  reason: undefined
  resolution: role — plan-completion is a PM responsibility; the tool name is its means.

[architect idx=6] candidates: role | agent | 职责 line names git_* read tools for repo reconnaissance.
  text: - 仓库只读核对：用 git_clone / git_pull / git_status / git_diff / git_log 读取授权仓库现状，辅助方案设计与落地可行性判断；不修改仓库、不产出实现代码。
  reason: undefined
  resolution: role — read-only repo reconnaissance is part of the post.

[architect idx=13] candidates: removed-intentionally | agent | "禁止" line mixes policy effects (写实现代码/改仓库) with a quality clause (未经验证假设不得表述为事实).
  text: - 禁止：写实现代码、修改仓库、将未经验证的技术假设表述为既定事实。
  reason: undefined
  resolution: removed-intentionally — fold the residual quality clause into agent 工作方式 17 ("不确定项标注待验证").

[developer idx=6] candidates: role | agent | 职责 line names vteam_issue_* tools for defect lifecycle.
  text: - 缺陷修复：接收测试者/成员反馈的缺陷，定位根因并修复，关联「缺陷」issue 流转（vteam_issue_list / vteam_issue_get / vteam_issue_update / vteam_issue_transition），修复后交测试者回归。
  reason: undefined
  resolution: role — defect remediation is part of the post.

[developer idx=13] candidates: removed-intentionally | agent | "禁止" line mixes policy (越权访问) with quality clause (未自测代码不得声明完成).
  text: - 禁止：越权访问未授权资源；将未自测的代码声明为完成；代替测试判定通过。
  reason: undefined
  resolution: removed-intentionally — residual "未自测不得声明完成" is already covered by agent 工作方式 17.

[tester idx=7] candidates: role | agent | 职责 line names vteam_issue_* tools for defect creation.
  text: - 缺陷管理：发现缺陷时创建「缺陷」issue（tags=["缺陷"]）并附可复现步骤，@ 开发者修复（vteam_issue_create / vteam_issue_transition）；修复后回归验证。
  reason: undefined
  resolution: role — defect management is part of the post.

[tester idx=14] candidates: removed-intentionally | role | "禁止" line restates policy (改实现代码) + boundary (以验证结论替代验收).
  text: - 禁止：以验证结论替代成员验收判定；修改实现代码或测试与文档之外的文件。
  reason: undefined
  resolution: removed-intentionally — boundary is restated in 协同方式 27 (验收边界).

[plan idx=13] candidates: removed-intentionally | agent | Enumerated available-tool list (planToolLine) restates ExecutionPolicy.tools.
  text: - 可用工具：vteam_task_context / vteam_read_file / vteam_doclib / vteam_team_view / vteam_my_profile / vteam_chat_history / vteam_wecom_reply / vteam_group_post / vteam_notify_agent / vteam_memory_search / vteam_plan_complete / browser。
  reason: undefined
  resolution: removed-intentionally — the canonical short pointer replaces the enumerated tool list.

[plan idx=15] candidates: removed-intentionally | agent | "禁止" line restates policy/boundary already covered by 职责 08.
  text: - 禁止：编写实现代码、执行计划步骤、直接向用户提问、绕过角色边界。
  reason: undefined
  resolution: removed-intentionally — boundary already stated in 职责 08.

[plan idx=25] candidates: role | agent | 越界转交 line merges handoff (role) with the refusal script + notify target (agent) that other roles keep separate.
  text: - 越界按系统提示【职责边界】转交（单一来源 ROLE_BOUNDARIES），计划员越界明确说明「这超出计划员职责」并拒绝，再用 vteam_notify_agent 定向通知主 Agent。
  reason: undefined
  resolution: role — keep the 越界转交/handoff semantics with the post; the refusal script is already agent 协同/工作方式 elsewhere.

[librarian idx=5] candidates: role | agent | 职责 line fixes the answer format (三段) — output contract vs quality standard.
  text: - 回答格式固定三段：结论 + 出处（记忆条目 id / 产出物 artifactId + 版本 / 文件路径 fileRef）+ 置信度；每条结论必须有出处对应。
  reason: undefined
  resolution: role — the three-段 answer contract defines the post output.

[librarian idx=6] candidates: role | agent | 职责 line fixes the no-source "不知" behavior — output contract vs quality standard.
  text: - 无出处固定认不知：沉淀知识中找不到依据时，一律回复固定话术「不知——已检索沉淀知识（记忆/文档库/文件/授权仓库），未找到相关出处。」不编造出处，不推测作答。
  reason: undefined
  resolution: role — the no-source behavior is the post output contract.

[librarian idx=12] candidates: removed-intentionally | agent | "禁止" line enumerates many denied vteam_* tools (policy/tool restatement); boundary covered by 协同 23.
  text: - 禁止：写文件、执行 shell、提交产出物（vteam_submit_artifact）、创建或流转 issue（vteam_issue_create / vteam_issue_list / vteam_issue_get / vteam_issue_update / vteam_issue_transition）、写入或更新记忆（vteam_memory_save / vteam_memory_update）、推送通知（vteam_channel_send / vteam_wecom_reply）、推送远端（git push 由越界拦截直接拒绝）；超出职责的请求必须拒绝。
  reason: undefined
  resolution: removed-intentionally — tool denies are ExecutionPolicy-owned; handoff boundary covered by 协同 23.

[product|project_manager|architect|developer|tester|plan|librarian idx=协同方式 heading (product 24 / PM 23 / architect 21 / developer 23 / tester 22 / plan 23 / librarian 19)] candidates: role | agent
  reason: ## 协同方式 is a mixed section: role framing/handoff + agent refusal scripts.
  resolution: role — the heading reads as the role's collaboration positioning; the agent refusal-script bullet keeps its own agent context when split.

[product|project_manager|architect|developer|tester|plan idx=## 权限 heading] candidates: agent | removed-intentionally
  reason: Whole section is being reduced to a single pointer; is the heading itself kept?
  resolution: agent — keep the heading; the section survives holding only the pointer (matches O6 "keep a SHORT pointer").

[plan idx=13] candidates: removed-intentionally | agent
  reason: planToolLine is dynamically derived from toolAllows, so removing it also removes the seed.spec assertion target.
  resolution: removed-intentionally — replace with the canonical pointer; todo 4 updates the seed.spec assertion accordingly.

CHECKER RUN OUTPUT (node scripts/verify-prompt-classification.mjs)
========================================================================
prompt classification check
  artifact : .omo/evidence/agent-role-entity/task-2-classification.json
  source   : server/prisma/seed.ts
  product            source= 39 classified= 39
  project_manager    source= 42 classified= 42
  architect          source= 36 classified= 36
  developer          source= 38 classified= 38
  tester             source= 38 classified= 38
  plan               source= 41 classified= 41
  librarian          source= 30 classified= 30
  TOTAL              source=264 classified=264 EQUAL
  by destination  : { role: 97, agent: 92, platform: 55, 'removed-intentionally': 20 }
  blocks          : 团队协作规约=7/7 platform, 回执铁律=4/4 platform, 派发铁律=1/1 role-specific, 修订铁律=1/1 role-specific
  removed(lines)  : 20 enumerated (intentional)

OK: 100% of prompt lines classified (source == classified).

CHECKER NEGATIVE CASE (an artificially unclassified line must fail)
========================================================================
prompt classification check
  artifact : .omo/evidence/agent-role-entity/task-2-classification.json
  source   : server/prisma/seed.ts
  product            source= 39 classified= 38
  project_manager    source= 42 classified= 42
  architect          source= 36 classified= 36
  developer          source= 38 classified= 38
  tester             source= 38 classified= 38
  plan               source= 41 classified= 41
  librarian          source= 30 classified= 30
  TOTAL              source=264 classified=263 MISMATCH
  by destination  : { role: 96, agent: 92, platform: 55, 'removed-intentionally': 20 }
  blocks          : 团队协作规约=7/7 platform, 回执铁律=4/4 platform, 派发铁律=1/1 role-specific, 修订铁律=1/1 role-specific
  removed(lines)  : 20 enumerated (intentional)

FAIL:
  - agent 'product' line 5: UNCLASSIFIED -> "- 需求文档（doc 产出物）：背景与目标、用户场景、功能清单、非功能约束、验收标准。"
  - TOTAL source 264 != classified 263
